time,curr_cmd0,curr_cmd1,curr_cmd2,curr_cmd3,curr_cmd4,curr_cmd5,curr_cmd6
1536128112.105873636,0.973784,0.368403,-0.804265,0.478071,0.569278,0.100969,0.067858
1536128112.113815723,0.940381,0.35854,-0.802462,0.432817,0.517473,0.0971857,0.0605734
1536128112.121888237,0.979067,0.381584,-0.806369,0.511398,0.608448,0.103561,0.0593916
1536128112.129948445,0.959349,0.371061,-0.803454,0.471859,0.563985,0.091308,0.0566622
1536128112.138017543,0.997282,0.399371,-0.807348,0.554933,0.642721,0.101362,0.0537564
1536128112.146018819,0.968528,0.391705,-0.804989,0.509826,0.599834,0.0939653,0.0416241
1536128112.154004525,0.93667,0.376882,-0.798821,0.461634,0.546436,0.0875665,0.0400215
1536128112.162116251,0.967389,0.401675,-0.801454,0.541018,0.646348,0.0943993,0.0465576
1536128112.170146679,0.944809,0.391932,-0.797992,0.502507,0.606326,0.0877484,0.0459068
1536128112.178142732,0.918395,0.380314,-0.794405,0.450473,0.556627,0.0747548,0.0426421
1536128112.186382596,0.958323,0.402405,-0.794185,0.526273,0.663797,0.0883496,0.0449669
1536128112.194584656,0.938424,0.394576,-0.789591,0.49205,0.627832,0.0866676,0.0440315
1536128112.202606391,0.984855,0.424768,-0.789106,0.579971,0.732065,0.0995304,0.0522015
1536128112.210631084,0.955918,0.414315,-0.781675,0.541112,0.69068,0.0912457,0.0534883
1536128112.218622559,0.92483,0.39614,-0.772292,0.494767,0.639535,0.0873628,0.0533453
1536128112.226688344,0.973642,0.424204,-0.775724,0.578356,0.746516,0.100614,0.0612621
1536128112.234702588,0.960143,0.412513,-0.771084,0.535474,0.70662,0.0914529,0.0645602
1536128112.242779800,1.00713,0.434654,-0.773186,0.622198,0.811379,0.10471,0.070531
1536128112.250803118,0.971497,0.425386,-0.770577,0.580283,0.750744,0.105233,0.0712235
1536128112.258812989,1.02474,0.44879,-0.772556,0.663991,0.845128,0.125095,0.076504
1536128112.266873234,0.992866,0.43088,-0.768105,0.616707,0.776037,0.120864,0.0740752
1536128112.274884070,0.96004,0.415111,-0.765148,0.558574,0.714325,0.105987,0.0682983
1536128112.282974511,1.01025,0.435311,-0.765597,0.637096,0.81699,0.118424,0.0642599
1536128112.291025891,0.994095,0.419043,-0.763132,0.593463,0.762122,0.101301,0.0613078
1536128112.299012422,0.962984,0.401931,-0.757907,0.544207,0.697619,0.0908647,0.0569018
1536128112.307084910,1.00994,0.422257,-0.761795,0.630951,0.797903,0.10204,0.0576853
1536128112.315102381,0.991074,0.414886,-0.760735,0.58443,0.743905,0.0985513,0.057485
1536128112.323124147,1.03811,0.441666,-0.764486,0.657107,0.83381,0.120263,0.0633669
1536128112.331274604,1.00383,0.428655,-0.762043,0.611542,0.77289,0.117685,0.0669464
1536128112.339345434,0.980375,0.416241,-0.758779,0.561385,0.706076,0.114164,0.0651181
1536128112.347601252,1.03315,0.440838,-0.761024,0.648703,0.800722,0.125218,0.0751787
1536128112.355653228,1.00903,0.429814,-0.757035,0.60329,0.740826,0.116564,0.0766999
1536128112.363649172,1.05403,0.46067,-0.759489,0.690841,0.831687,0.129319,0.0848879
1536128112.371698697,1.03093,0.446212,-0.757557,0.644395,0.767066,0.112381,0.0893432
1536128112.379785664,0.990936,0.431625,-0.754665,0.592915,0.690583,0.0985103,0.0881607
1536128112.387770472,1.03691,0.457305,-0.759585,0.679069,0.779273,0.107277,0.099612
1536128112.395833582,1.01835,0.443659,-0.756587,0.629864,0.722191,0.100859,0.101465
1536128112.404042737,1.06381,0.476738,-0.761617,0.717296,0.809789,0.113097,0.10867
1536128112.412081035,1.02668,0.463916,-0.760274,0.674584,0.726793,0.099327,0.108512
1536128112.420109645,1.00063,0.440734,-0.756313,0.608662,0.656482,0.0942908,0.0977505
1536128112.428105410,1.03594,0.469675,-0.759616,0.689271,0.751973,0.10663,0.0906247
1536128112.436021284,1.00801,0.453895,-0.757713,0.641183,0.695497,0.100536,0.0750149
1536128112.443991861,1.05417,0.481143,-0.761291,0.741951,0.78672,0.117582,0.0730889
1536128112.451877368,1.0227,0.466652,-0.757664,0.693939,0.726098,0.101457,0.0702722
1536128112.459839703,0.989023,0.444587,-0.753737,0.639766,0.655954,0.0910849,0.0567355
1536128112.467832072,1.02998,0.478176,-0.757889,0.716737,0.765702,0.100137,0.0552124
1536128112.475791716,0.99553,0.46527,-0.757356,0.668382,0.712218,0.0982213,0.0416415
1536128112.483921070,1.04436,0.489887,-0.759557,0.753079,0.798388,0.119723,0.0461145
1536128112.491954427,1.01726,0.471362,-0.755057,0.701409,0.72189,0.119095,0.0444183
1536128112.500030034,0.980825,0.44515,-0.748562,0.642565,0.651751,0.11086,0.0458773
1536128112.508212576,1.02492,0.47217,-0.75058,0.721063,0.74539,0.116475,0.0533406
1536128112.516154450,0.994285,0.453203,-0.748294,0.658936,0.690253,0.104562,0.0532283
1536128112.524284361,1.03072,0.476953,-0.752435,0.741832,0.780916,0.110063,0.0559621
1536128112.532303298,1.00648,0.456911,-0.747926,0.685581,0.720872,0.0974567,0.0460422
1536128112.540307343,0.974706,0.442866,-0.745597,0.623474,0.648942,0.0788511,0.0475299
1536128112.548352231,1.02092,0.469269,-0.749403,0.702444,0.746308,0.0906871,0.0557576
1536128112.556383659,1.00117,0.456489,-0.748042,0.655681,0.692409,0.0835804,0.0571106
1536128112.564429041,0.96466,0.442293,-0.743751,0.59868,0.625246,0.0788043,0.0567908
1536128112.572508278,1.0067,0.466744,-0.747167,0.676048,0.726018,0.0977543,0.0662374
1536128112.580480244,0.997073,0.455628,-0.744231,0.626907,0.680216,0.0943522,0.0668011
1536128112.588565085,1.04899,0.48555,-0.749411,0.709999,0.77779,0.107988,0.072697
1536128112.596580019,1.0156,0.467953,-0.747159,0.658061,0.723467,0.1003,0.0677963
1536128112.604602938,0.983854,0.45408,-0.74291,0.600464,0.661742,0.0934583,0.0566524
1536128112.612702595,1.037,0.480217,-0.747497,0.676917,0.759693,0.103184,0.0598865
1536128112.620646357,1.01003,0.468542,-0.744427,0.629031,0.707117,0.092968,0.0611875
1536128112.628754743,1.05151,0.493659,-0.74867,0.715056,0.800403,0.112477,0.0660161
1536128112.636779232,1.03378,0.469193,-0.743178,0.663675,0.742351,0.111748,0.066218
1536128112.644837253,1.0132,0.451985,-0.741102,0.607695,0.677903,0.106146,0.0635752
1536128112.652817238,1.05307,0.470202,-0.74144,0.688182,0.766868,0.120685,0.0616831
1536128112.660835441,1.02973,0.455247,-0.739691,0.645024,0.706689,0.113021,0.0588052
1536128112.668897355,1.07903,0.477214,-0.742543,0.73033,0.789153,0.13003,0.0633506
1536128112.676978999,1.05024,0.461858,-0.737884,0.685809,0.708063,0.123875,0.0667217
1536128112.684912420,1.01953,0.44259,-0.734585,0.632479,0.637711,0.109057,0.0678476
1536128112.692972742,1.06891,0.463164,-0.738267,0.710061,0.723044,0.120054,0.0749015
1536128112.701057855,1.04591,0.451342,-0.73635,0.653446,0.664935,0.102559,0.0790435
1536128112.709293561,1.01255,0.430954,-0.733037,0.588664,0.601061,0.0918018,0.0775702
1536128112.717382573,1.0527,0.454042,-0.73545,0.666055,0.692751,0.100018,0.0857362
1536128112.725540488,1.03763,0.44129,-0.73423,0.624551,0.64578,0.0911293,0.0862421
1536128112.733722223,1.06849,0.465428,-0.737634,0.708411,0.729506,0.10993,0.0894392
1536128112.741818585,1.04157,0.457054,-0.736248,0.662088,0.676618,0.105924,0.081084
1536128112.749917693,1.08806,0.478507,-0.738189,0.735619,0.744135,0.112847,0.0758368
1536128112.758120984,1.05581,0.462779,-0.735528,0.677728,0.686755,0.105525,0.0604607
1536128112.766184831,1.02349,0.445227,-0.733664,0.605528,0.624714,0.0984854,0.0518111
1536128112.774300315,1.05769,0.464177,-0.735339,0.678669,0.709951,0.109705,0.058413
1536128112.782428296,1.0269,0.454136,-0.732736,0.636079,0.657574,0.10565,0.0578934
1536128112.790532264,1.0014,0.433057,-0.730085,0.584888,0.596998,0.105679,0.0577718
1536128112.798772648,1.04443,0.454826,-0.731416,0.65344,0.683666,0.127108,0.05993
1536128112.806918449,1.01718,0.442925,-0.730382,0.613595,0.637538,0.127432,0.0524269
1536128112.815099681,1.05055,0.460805,-0.733698,0.688944,0.702968,0.142871,0.0521286
1536128112.823102176,1.02822,0.453166,-0.730836,0.628922,0.654181,0.138586,0.0516596
1536128112.831169285,0.997216,0.438046,-0.728489,0.575996,0.597152,0.126086,0.0522527
1536128112.839164126,1.03111,0.46281,-0.733233,0.645128,0.676078,0.129984,0.0567279
1536128112.847168368,1.01656,0.453802,-0.730802,0.608453,0.626737,0.122692,0.0484968
1536128112.855334774,1.0602,0.473149,-0.73441,0.677794,0.695158,0.13119,0.0439872
1536128112.863254560,1.03214,0.463396,-0.730923,0.634011,0.64424,0.127373,0.0428706
1536128112.871346524,1.00021,0.44958,-0.728725,0.583142,0.587506,0.114326,0.0446982
1536128112.879404499,1.0368,0.46271,-0.731345,0.647173,0.658068,0.119479,0.0507295
1536128112.887358335,1.02143,0.455331,-0.729282,0.608951,0.606548,0.104653,0.0541737
1536128112.895487624,1.05022,0.473491,-0.732829,0.673942,0.675724,0.108567,0.0610471
1536128112.903591988,1.02482,0.456786,-0.730041,0.629673,0.624171,0.0927682,0.0629876
1536128112.911707299,1.00944,0.441683,-0.727634,0.577898,0.567172,0.080358,0.0623578
1536128112.919667398,1.04396,0.453068,-0.727201,0.637718,0.634099,0.0889326,0.0650388
1536128112.927717840,1.01681,0.444634,-0.727893,0.596692,0.590882,0.0812838,0.0619672
1536128112.936017903,1.04818,0.464308,-0.72899,0.65182,0.658162,0.096412,0.0609079
1536128112.943970199,1.02554,0.446173,-0.726855,0.611816,0.602142,0.0968449,0.0602274
1536128112.952033092,0.999397,0.434854,-0.725353,0.54949,0.551931,0.0963362,0.0596434
1536128112.960042235,1.02432,0.448819,-0.726491,0.603146,0.621482,0.11112,0.0652881
1536128112.968097041,1.00802,0.4403,-0.728044,0.567165,0.58165,0.112639,0.0645137
1536128112.976100838,1.04146,0.460124,-0.727338,0.620728,0.642584,0.126769,0.0687774
1536128112.984199174,1.01985,0.452565,-0.727238,0.579535,0.603226,0.124394,0.0711269
1536128112.992254474,0.98886,0.439138,-0.725212,0.531688,0.561539,0.123419,0.0711454
1536128113.000250026,1.0214,0.458419,-0.728316,0.578436,0.631882,0.136382,0.073692
1536128113.008191987,1.00878,0.448805,-0.726835,0.543772,0.590641,0.125438,0.0763948
1536128113.016257951,1.03123,0.461743,-0.72875,0.594886,0.648762,0.131731,0.0826081
1536128113.024318672,1.00279,0.45067,-0.726161,0.558659,0.613168,0.124117,0.0840557
1536128113.032316381,0.984286,0.438756,-0.724404,0.520131,0.571084,0.110935,0.0836976
1536128113.040374776,1.01565,0.44951,-0.726048,0.561317,0.629265,0.11813,0.0883587
1536128113.048420140,1.00465,0.444881,-0.725601,0.526383,0.591464,0.113176,0.0890838
1536128113.056589796,0.982559,0.441384,-0.72545,0.487597,0.553105,0.101655,0.0893421
1536128113.064583023,1.00641,0.459346,-0.728349,0.534998,0.609649,0.109651,0.0918826
1536128113.072554930,0.995157,0.449108,-0.727643,0.506609,0.560798,0.10778,0.0840345
1536128113.080723301,1.0208,0.460846,-0.728437,0.549478,0.606896,0.116405,0.0771416
1536128113.088850502,1.00703,0.454215,-0.727575,0.515351,0.556407,0.104853,0.0742883
1536128113.097026244,0.984758,0.436742,-0.723854,0.480525,0.507541,0.0972704,0.0721594
1536128113.105054570,0.999244,0.445811,-0.725355,0.511137,0.557252,0.0964475,0.0708312
1536128113.113092729,0.987132,0.442163,-0.726011,0.48352,0.521221,0.0835223,0.0667638
1536128113.121357846,1.01884,0.456534,-0.727377,0.524377,0.55812,0.0944782,0.0704395
1536128113.129564215,1.00868,0.443467,-0.726269,0.494837,0.51959,0.0916129,0.0728357
1536128113.137696375,0.993889,0.432314,-0.723775,0.458941,0.479417,0.0886813,0.0722178
1536128113.145715770,1.01259,0.445057,-0.725993,0.492273,0.520234,0.0926894,0.0756918
1536128113.153832330,0.993064,0.436294,-0.724765,0.467563,0.471461,0.0864304,0.0763599
1536128113.162002563,1.01323,0.443678,-0.727763,0.502533,0.499831,0.0963174,0.0818398
1536128113.170197893,1.00497,0.438726,-0.726355,0.469046,0.460592,0.0971473,0.0808125
1536128113.178208653,0.996525,0.432423,-0.724662,0.44422,0.42047,0.0950247,0.0814545
1536128113.186296937,1.01376,0.444415,-0.726755,0.4728,0.454978,0.105806,0.0826723
1536128113.194286928,0.997963,0.433714,-0.724211,0.450663,0.422554,0.104646,0.0836264
1536128113.202305052,1.00195,0.437587,-0.724914,0.472646,0.452075,0.113131,0.0874474
1536128113.210351512,0.990738,0.429406,-0.724795,0.446496,0.417869,0.112542,0.0879575
1536128113.218391202,0.984056,0.420592,-0.722731,0.420461,0.381584,0.112452,0.0879811
1536128113.226427400,0.999598,0.426348,-0.724779,0.44487,0.404694,0.118329,0.0906153
1536128113.234479200,0.991149,0.417577,-0.722728,0.42349,0.376114,0.117797,0.0915635
1536128113.242666365,1.00083,0.424837,-0.724182,0.446928,0.398749,0.123253,0.0930966
1536128113.250708774,0.988635,0.40412,-0.720917,0.424439,0.366627,0.114207,0.0943649
1536128113.258762057,0.968035,0.390073,-0.719024,0.399915,0.324562,0.105117,0.0955785
1536128113.266977070,0.976207,0.389144,-0.720134,0.416647,0.344532,0.111267,0.09804
1536128113.274908961,0.967732,0.384962,-0.719282,0.387137,0.322367,0.111266,0.097659
1536128113.282847686,0.959038,0.385141,-0.720078,0.371994,0.293547,0.111345,0.0968075
1536128113.290776168,0.972482,0.396529,-0.722635,0.380653,0.318977,0.118973,0.0991655
1536128113.298831148,0.962947,0.394409,-0.722909,0.366327,0.30112,0.119202,0.100896
1536128113.306860282,0.973972,0.400378,-0.725266,0.381999,0.313888,0.122909,0.102218
1536128113.314837208,0.957038,0.392363,-0.72263,0.363529,0.291381,0.123849,0.10215
1536128113.322887499,0.938164,0.382691,-0.722571,0.340639,0.26767,0.119888,0.103596
1536128113.330966320,0.943018,0.391222,-0.724599,0.352724,0.27864,0.121284,0.104033
1536128113.375374145,0.964784,0.402801,-0.728155,0.377537,0.311894,0.129067,0.102363
1536128113.383459911,0.943052,0.378978,-0.724907,0.276095,0.201478,0.121555,0.0297615
1536128113.391442658,0.948366,0.381139,-0.72587,0.273904,0.193795,0.117665,0.0201267
1536128113.399282682,0.946146,0.380944,-0.726579,0.260452,0.177285,0.105373,0.0145001
1536128113.407180049,0.948201,0.384288,-0.728701,0.265166,0.178799,0.104519,0.0168994
1536128113.415208625,0.946835,0.381226,-0.728794,0.258928,0.164039,0.0999248,0.01626
1536128113.423281373,0.94757,0.377721,-0.72702,0.245757,0.157287,0.0949805,0.015209
1536128113.431279353,0.95206,0.375269,-0.728118,0.246548,0.156287,0.0933953,0.0165273
1536128113.439399797,0.953752,0.369079,-0.727748,0.234962,0.152085,0.0930294,0.0166139
1536128113.447543585,0.955015,0.362391,-0.727259,0.22864,0.148672,0.0930685,0.0165437
1536128113.455609989,0.955769,0.356852,-0.726168,0.219042,0.138468,0.0927637,0.0161848
1536128113.463816912,0.957554,0.355157,-0.726751,0.205001,0.134965,0.0925781,0.0149477
1536128113.471797831,0.954871,0.352644,-0.728976,0.201359,0.119709,0.094685,0.0138625
1536128113.479922067,0.955657,0.352073,-0.728797,0.194719,0.111538,0.092732,0.0149961
1536128113.488100117,0.961144,0.349381,-0.728315,0.182107,0.109311,0.0930532,0.0154249
1536128113.496255288,0.960106,0.34982,-0.731149,0.178471,0.101421,0.0922963,0.0129663
1536128113.504330880,0.959942,0.344755,-0.73011,0.175572,0.0921777,0.092829,0.0146348
1536128113.512415466,0.958923,0.342474,-0.729655,0.168927,0.088472,0.0927069,0.0129593
1536128113.520414576,0.95978,0.339525,-0.730985,0.160032,0.0861168,0.0924543,0.0121616
1536128113.528598615,0.957494,0.335334,-0.730181,0.159489,0.0782386,0.0935828,0.0120444
1536128113.536651793,0.96164,0.330526,-0.730235,0.161873,0.0687436,0.0939434,0.0120504
1536128113.544681549,0.95845,0.323231,-0.73081,0.161029,0.0651788,0.0939448,0.0120996
1536128113.552786638,0.955321,0.320175,-0.730422,0.156255,0.0658339,0.0933298,0.0113564
1536128113.560984213,0.959635,0.321017,-0.732576,0.149167,0.0652148,0.0935853,0.0122315
1536128113.568979206,0.954676,0.322278,-0.733834,0.144165,0.0612234,0.0953525,0.0103034
1536128113.576992245,0.959798,0.322827,-0.733024,0.146351,0.0521474,0.093919,0.0101117
1536128113.585055571,0.95664,0.3238,-0.736057,0.147691,0.0449446,0.0940458,0.00927595
1536128113.593105903,0.958127,0.323222,-0.73694,0.146324,0.0414074,0.0934149,0.00853542
1536128113.601078799,0.955,0.322298,-0.736806,0.145862,0.041976,0.093809,0.00850619
1536128113.609104962,0.954673,0.3223,-0.737785,0.142404,0.0423559,0.0947775,0.0097039
1536128113.617243110,0.953413,0.323247,-0.73988,0.140277,0.0429811,0.0948842,0.006292
1536128113.625318757,0.951441,0.324443,-0.740116,0.13603,0.041663,0.0947543,0.00760312
1536128113.633290521,0.953139,0.323822,-0.740933,0.132116,0.0373308,0.0935302,0.00866268
1536128113.641285191,0.951111,0.323189,-0.742642,0.130368,0.0315055,0.0937154,0.00739022
1536128113.649417915,0.949998,0.324856,-0.742869,0.129866,0.026605,0.0939686,0.00566296
1536128113.657333893,0.948885,0.324017,-0.744502,0.128808,0.0241251,0.094244,0.00651406
1536128113.665456287,0.94963,0.322938,-0.745164,0.127698,0.0239022,0.0939969,0.00572562
1536128113.673496864,0.951327,0.322922,-0.746972,0.126019,0.0250954,0.0947583,0.0056623
1536128113.681547891,0.954885,0.321375,-0.74569,0.123202,0.0252787,0.0941985,0.00448216
1536128113.689682999,0.952904,0.321095,-0.746547,0.121428,0.0249889,0.0954661,0.00347361
1536128113.697880877,0.949092,0.319969,-0.748179,0.116754,0.0256672,0.0942036,0.00493982
1536128113.706121509,0.948982,0.321286,-0.748423,0.110388,0.0272481,0.0947258,0.00402969
1536128113.714216655,0.94885,0.319867,-0.749064,0.10521,0.0283922,0.0948074,0.00361414
1536128113.722182163,0.951383,0.320391,-0.75009,0.104879,0.0294085,0.0926208,0.00350799
1536128113.730264923,0.949296,0.319189,-0.75171,0.103779,0.0302821,0.0934893,0.00256626
1536128113.738303352,0.954589,0.320199,-0.750915,0.105256,0.0298135,0.0946172,0.0024543
1536128113.746410638,0.951569,0.318283,-0.754234,0.107078,0.0291414,0.0947416,0.00161589
1536128113.754407049,0.95037,0.316425,-0.752887,0.108736,0.0275332,0.0947636,0.00163853
1536128113.762533585,0.951955,0.316988,-0.754774,0.110731,0.0250498,0.0948843,0.000806771
1536128113.770662833,0.951678,0.315994,-0.7536,0.11261,0.0216575,0.0948469,0.00126466
1536128113.778648518,0.952336,0.317602,-0.756599,0.115007,0.0165545,0.0955152,-0.000927738
1536128113.786848181,0.949251,0.313976,-0.755832,0.116852,0.0107484,0.0969837,-0.000667603
1536128113.794989603,0.951759,0.314266,-0.75677,0.118145,0.00781361,0.0944908,-0.00117183
1536128113.803041513,0.948695,0.312868,-0.758328,0.118336,0.000888829,0.0962624,-0.000518545
1536128113.811181158,0.950285,0.313921,-0.758439,0.117928,-0.00241094,0.0953888,-0.0020871
1536128113.819188629,0.950919,0.310273,-0.757649,0.120063,-0.00438137,0.0958892,-0.00298323
1536128113.827262551,0.944337,0.309722,-0.759324,0.120773,-0.00457973,0.0950677,-0.00201197
1536128113.835290742,0.946995,0.310858,-0.760383,0.120646,-0.00394969,0.0967099,-0.00306014
1536128113.878390032,0.947873,0.307174,-0.765194,0.123548,-0.00717053,0.0963313,-0.00471004
1536128113.886372406,0.944977,0.305348,-0.764811,0.12507,-0.00357143,0.0948656,-0.00449712
1536128113.894455452,0.94487,0.304589,-0.7655,0.124901,-0.0015167,0.0938134,-0.00476167
1536128113.902463965,0.944751,0.304757,-0.766339,0.123969,-0.00203029,0.0962518,-0.00634677
1536128113.910463315,0.947425,0.304221,-0.768017,0.123502,-0.00181737,0.094767,-0.00612065
1536128113.918592390,0.946384,0.302355,-0.76752,0.123248,-0.00257068,0.0964033,-0.00717319
1536128113.926749124,0.949895,0.302611,-0.768462,0.122713,-0.00160999,0.0950514,-0.00523721
1536128113.934741857,0.947836,0.30096,-0.769016,0.122367,-0.00157227,0.0964728,-0.00753196
1536128113.942635362,0.948568,0.302161,-0.770099,0.122669,-0.00252799,0.0964853,-0.00749055
1536128113.950673691,0.94376,0.301444,-0.770823,0.120967,-0.000677874,0.0972643,-0.00755712
1536128113.958673507,0.946298,0.300934,-0.772535,0.12182,-0.00174779,0.0962585,-0.00823252
1536128113.966501720,0.946086,0.299123,-0.772127,0.121055,-0.00262878,0.0937518,-0.00872071
1536128113.974430634,0.945886,0.29936,-0.772968,0.120573,-0.00181174,0.0968037,-0.00950895
1536128113.982434877,0.944749,0.298485,-0.772718,0.119803,-0.00271944,0.0969374,-0.0103492
1536128113.990536455,0.946384,0.29702,-0.774266,0.119917,-0.00204256,0.0967382,-0.0115755
1536128113.998598041,0.94432,0.295559,-0.775792,0.119439,-0.00476013,0.0951273,-0.0104782
1536128114.006587832,0.942263,0.295621,-0.775734,0.118905,-0.0031216,0.0963804,-0.0114746
1536128114.014598264,0.945728,0.293256,-0.777098,0.118286,-0.00494196,0.0970056,-0.0106465
1536128114.022649775,0.942863,0.295135,-0.777375,0.116154,-0.00309858,0.0966714,-0.0105803
1536128114.030689548,0.946439,0.293533,-0.777941,0.11336,-0.00376507,0.0960435,-0.0113097
1536128114.038679461,0.945421,0.292859,-0.778704,0.109973,-0.00262683,0.0973638,-0.0127454
1536128114.046733010,0.944423,0.293254,-0.780593,0.105656,-0.00136018,0.0966996,-0.0130645
1536128114.054719443,0.945249,0.290534,-0.780056,0.100142,-0.00166623,0.0967761,-0.013481
1536128114.062867701,0.945154,0.290757,-0.780954,0.097106,-0.00310219,0.0974324,-0.0126757
1536128114.070778254,0.943194,0.290041,-0.781654,0.095424,-0.00212751,0.0982731,-0.0131852
1536128114.078718634,0.944908,0.288399,-0.782203,0.0949781,-0.00220419,0.0970815,-0.0151343
1536128114.086812236,0.943892,0.289389,-0.782337,0.0927174,-0.0020306,0.0966753,-0.0146287
1536128114.094790180,0.940971,0.287877,-0.783871,0.0936478,-0.00146315,0.0967484,-0.0150387
1536128114.102832078,0.944515,0.28792,-0.783772,0.0945539,-0.00171855,0.0982033,-0.0147605
1536128114.110813464,0.944376,0.286233,-0.784291,0.0943302,-0.00271111,0.0980233,-0.0159857
1536128114.118967883,0.945159,0.284732,-0.78578,0.0965107,-0.00228914,0.097344,-0.0162874
1536128114.127016329,0.943121,0.284746,-0.785695,0.0965746,-0.00329433,0.0973617,-0.01626
1536128114.135034109,0.945704,0.285056,-0.787662,0.0974962,-0.00354838,0.0982203,-0.0171777
1536128114.143171018,0.942752,0.284864,-0.786704,0.0972329,-0.00365693,0.0966854,-0.0165153
1536128114.151423484,0.94347,0.285789,-0.78689,0.0991164,-0.00404292,0.0966824,-0.0164687
1536128114.159643952,0.940496,0.284849,-0.786689,0.0980164,-0.00317963,0.0984237,-0.0183827
1536128114.167810422,0.941178,0.283926,-0.786516,0.100005,-0.00532522,0.0975654,-0.0173706
1536128114.176037387,0.941906,0.285054,-0.78766,0.0994553,-0.00534296,0.0988125,-0.0183462
1536128114.184011325,0.940782,0.285602,-0.785888,0.100304,-0.00388959,0.097714,-0.0181697
1536128114.192040672,0.942414,0.28559,-0.785879,0.100871,-0.00498001,0.0988104,-0.0208389
1536128114.200060214,0.9413,0.284832,-0.786701,0.100756,-0.00511642,0.0978414,-0.0189552
1536128114.208129701,0.942954,0.285207,-0.788641,0.101689,-0.00533434,0.097949,-0.0197663
1536128114.216138279,0.946469,0.284869,-0.786699,0.101061,-0.00623774,0.0991958,-0.0207416
1536128114.224233497,0.940742,0.284899,-0.786755,0.101346,-0.00557899,0.0981595,-0.0210041
1536128114.232244598,0.936832,0.284918,-0.786783,0.100669,-0.00563693,0.097047,-0.0208223
1536128114.240270626,0.940301,0.284927,-0.786808,0.100482,-0.00573225,0.0974697,-0.0212514
1536128114.248302427,0.942864,0.285155,-0.787804,0.10055,-0.00760199,0.0980047,-0.0225559
1536128114.256591789,0.940829,0.285006,-0.786843,0.0997673,-0.00678849,0.0982815,-0.0217015
1536128114.264745968,0.93785,0.285004,-0.786857,0.0993958,-0.00517307,0.0987895,-0.0225946
1536128114.272752872,0.941329,0.284836,-0.785901,0.099771,-0.0053707,0.0977253,-0.022837
1536128114.280997077,0.936481,0.285016,-0.786854,0.100833,-0.00655007,0.098917,-0.0233827
1536128114.289155669,0.939043,0.286157,-0.788029,0.100449,-0.0057346,0.0982847,-0.024115
1536128114.297381486,0.939735,0.285044,-0.786867,0.100911,-0.00684961,0.0991554,-0.0250536
1536128114.305615846,0.940462,0.285996,-0.787052,0.101766,-0.00708835,0.0982423,-0.0236067
1536128114.313801580,0.938404,0.285958,-0.787021,0.101468,-0.00717512,0.0981647,-0.0257073
1536128114.321952551,0.935431,0.284839,-0.7859,0.102325,-0.00744505,0.0989897,-0.0262259
1536128114.330017458,0.938962,0.285026,-0.786878,0.101844,-0.00662314,0.0984988,-0.0252597
1536128114.338167864,0.937857,0.284833,-0.785915,0.102205,-0.00768873,0.0991191,-0.0270218
1536128114.346212166,0.937701,0.286146,-0.788042,0.102413,-0.00783667,0.0978813,-0.0259637
1536128114.354432455,0.940297,0.283364,-0.78748,0.103071,-0.00719466,0.098884,-0.0251747
1536128114.362670981,0.938278,0.284091,-0.786644,0.103422,-0.00828098,0.100264,-0.0270333
1536128114.370793552,0.939064,0.285782,-0.786066,0.102372,-0.00740557,0.0993379,-0.0281707
1536128114.378788411,0.937986,0.285957,-0.787016,0.102047,-0.00748968,0.0992926,-0.0276976
1536128114.386889752,0.938732,0.284824,-0.785893,0.103126,-0.00950559,0.0973599,-0.026961
1536128114.394705347,0.939499,0.283899,-0.78572,0.102695,-0.00871383,0.099893,-0.0293851
1536128114.402771765,0.93567,0.28497,-0.786868,0.101723,-0.007878,0.0991083,-0.0288118
1536128114.410858637,0.93641,0.284941,-0.786855,0.102535,-0.00812439,0.0995471,-0.0292501
1536128114.418912047,0.935293,0.283631,-0.784735,0.10251,-0.00999959,0.0996216,-0.0296452
1536128114.426844548,0.937,0.284937,-0.786879,0.10272,-0.0101343,0.0977393,-0.029342
1536128114.434926012,0.936868,0.284946,-0.786859,0.101598,-0.00838072,0.100048,-0.0300229
1536128114.442936004,0.934852,0.284898,-0.786832,0.102511,-0.00948669,0.0998061,-0.0308039
1536128114.451001736,0.93843,0.286001,-0.787978,0.101479,-0.0085921,0.0982428,-0.030109
1536128114.459193187,0.933635,0.285759,-0.786976,0.102955,-0.00979231,0.0987416,-0.0309908
1536128114.467230497,0.9381,0.285795,-0.787013,0.103114,-0.00991344,0.0980339,-0.0312708
1536128114.475423710,0.936097,0.284868,-0.786797,0.103328,-0.0100954,0.0989532,-0.0326346
1536128114.483447196,0.935942,0.285051,-0.787754,0.10351,-0.0102165,0.100514,-0.033229
1536128114.491586856,0.936741,0.286738,-0.787147,0.103011,-0.00941933,0.100217,-0.0335795
1536128114.499710769,0.938425,0.283164,-0.787407,0.103327,-0.0104589,0.10027,-0.0339618
1536128114.507919566,0.933651,0.285547,-0.785992,0.105237,-0.0108854,0.0996105,-0.034285
1536128114.516148494,0.932574,0.284591,-0.785791,0.10307,-0.009884,0.0995611,-0.0338138
1536128114.524326862,0.935167,0.284774,-0.786766,0.103382,-0.0108984,0.0996106,-0.0341969
1536128114.532546224,0.93779,0.283819,-0.786546,0.103461,-0.0101585,0.0999225,-0.0337522
