time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535591788.413689707,-0.292065,-0.289277,0.452614,0.371755,-0.331911,0.865309,0.0536035,-1.26726,-0.706042,2.29395,-0.823405,-0.973947,-1.62716,-0.748852
1535591788.435204889,-0.290593,-0.295469,0.447854,0.372902,-0.329734,0.865634,0.0538307,-1.27141,-0.724239,2.29131,-0.811734,-0.982903,-1.63105,-0.763326
1535591788.455208756,-0.289035,-0.301579,0.442996,0.373957,-0.327568,0.865989,0.05403,-1.27555,-0.742427,2.28867,-0.800069,-0.991854,-1.63493,-0.777793
1535591788.475086150,-0.287393,-0.307596,0.438045,0.374918,-0.325419,0.866372,0.0542032,-1.27969,-0.760588,2.28603,-0.788421,-1.00079,-1.63881,-0.792239
1535591788.497648081,-0.285671,-0.313513,0.43301,0.375786,-0.323291,0.866783,0.054352,-1.28382,-0.778704,2.2834,-0.776803,-1.00971,-1.64269,-0.806649
1535591788.515662174,-0.283871,-0.319322,0.427898,0.37656,-0.32119,0.867221,0.0544783,-1.28793,-0.796757,2.28078,-0.765224,-1.01859,-1.64654,-0.821009
1535591788.537428436,-0.281997,-0.325014,0.422717,0.37724,-0.319119,0.867683,0.0545838,-1.29202,-0.81473,2.27817,-0.753697,-1.02744,-1.65038,-0.835305
1535591788.556914131,-0.280052,-0.330584,0.417476,0.377826,-0.317082,0.868169,0.0546704,-1.29609,-0.832605,2.27557,-0.742233,-1.03624,-1.6542,-0.849523
1535591788.576887432,-0.27804,-0.336024,0.412182,0.37832,-0.315085,0.868677,0.0547401,-1.30014,-0.850363,2.27299,-0.730844,-1.04498,-1.658,-0.863649
1535591788.598556425,-0.275967,-0.341329,0.406846,0.378723,-0.313131,0.869204,0.0547946,-1.30415,-0.867989,2.27043,-0.71954,-1.05365,-1.66176,-0.877668
1535591788.617980737,-0.273836,-0.346493,0.401476,0.379036,-0.311223,0.86975,0.0548359,-1.30813,-0.885463,2.2679,-0.708332,-1.06225,-1.6655,-0.891568
1535591788.639381236,-0.271652,-0.351511,0.396081,0.379263,-0.309366,0.870311,0.0548657,-1.31208,-0.902769,2.26538,-0.697233,-1.07077,-1.6692,-0.905333
1535591788.660067767,-0.269421,-0.356379,0.390672,0.379406,-0.307561,0.870887,0.0548858,-1.31598,-0.91989,2.2629,-0.686252,-1.07919,-1.67285,-0.918952
1535591788.678956713,-0.267149,-0.361093,0.385257,0.379467,-0.305813,0.871475,0.0548978,-1.31983,-0.936809,2.26044,-0.675401,-1.08752,-1.67647,-0.93241
1535591788.699378198,-0.26484,-0.365651,0.379847,0.37945,-0.304123,0.872073,0.0549034,-1.32363,-0.953509,2.25802,-0.664691,-1.09574,-1.68004,-0.945694
1535591788.721021496,-0.2625,-0.370049,0.37445,0.379359,-0.302494,0.872679,0.0549041,-1.32739,-0.969974,2.25563,-0.654131,-1.10384,-1.68356,-0.95879
1535591788.739934936,-0.260136,-0.374286,0.369078,0.379198,-0.300928,0.873291,0.0549012,-1.33108,-0.986188,2.25327,-0.643732,-1.11182,-1.68702,-0.971687
1535591788.760497490,-0.257753,-0.378361,0.36374,0.37897,-0.299425,0.873907,0.0548961,-1.33471,-1.00213,2.25096,-0.633505,-1.11967,-1.69043,-0.984371
1535591788.781210280,-0.255359,-0.382273,0.358445,0.37868,-0.297988,0.874524,0.0548899,-1.33828,-1.0178,2.24868,-0.62346,-1.12738,-1.69378,-0.99683
1535591788.801084218,-0.252957,-0.386021,0.353203,0.378333,-0.296617,0.87514,0.0548837,-1.34178,-1.03316,2.24645,-0.613606,-1.13494,-1.69706,-1.00905
1535591788.822219900,-0.250556,-0.389606,0.348023,0.377932,-0.295313,0.875754,0.0548784,-1.34521,-1.04821,2.24427,-0.603953,-1.14235,-1.70027,-1.02102
1535591788.841934917,-0.248162,-0.393029,0.342915,0.377484,-0.294075,0.876364,0.0548748,-1.34856,-1.06293,2.24213,-0.594511,-1.14959,-1.70342,-1.03273
1535591788.862314565,-0.245779,-0.39629,0.337889,0.376992,-0.292904,0.876968,0.0548735,-1.35184,-1.07731,2.24004,-0.58529,-1.15667,-1.70649,-1.04417
1535591788.882428556,-0.243416,-0.399393,0.332952,0.376462,-0.291799,0.877564,0.0548752,-1.35503,-1.09133,2.23801,-0.576298,-1.16357,-1.70949,-1.05532
1535591788.902797674,-0.241077,-0.402337,0.328113,0.375899,-0.29076,0.87815,0.0548803,-1.35814,-1.10498,2.23602,-0.567543,-1.17029,-1.71241,-1.06618
1535591788.923192450,-0.238769,-0.405127,0.323382,0.375307,-0.289785,0.878724,0.054889,-1.36116,-1.11825,2.2341,-0.559036,-1.17682,-1.71524,-1.07673
1535591788.943363434,-0.236497,-0.407765,0.318766,0.374692,-0.288873,0.879286,0.0549016,-1.36409,-1.13111,2.23223,-0.550783,-1.18315,-1.71799,-1.08697
1535591788.964000877,-0.234269,-0.410254,0.314273,0.374058,-0.288023,0.879834,0.0549181,-1.36693,-1.14357,2.23042,-0.542794,-1.18928,-1.72065,-1.09687
1535591788.984424518,-0.232088,-0.412598,0.309911,0.373411,-0.287233,0.880365,0.0549386,-1.36967,-1.1556,2.22867,-0.535076,-1.1952,-1.72322,-1.10645
1535591789.005737764,-0.229961,-0.4148,0.305687,0.372755,-0.286501,0.880881,0.0549629,-1.37231,-1.1672,2.22699,-0.527637,-1.20091,-1.7257,-1.11567
1535591789.027268155,-0.227893,-0.416864,0.301608,0.372094,-0.285824,0.881378,0.0549908,-1.37485,-1.17836,2.22537,-0.520484,-1.2064,-1.72808,-1.12454
1535591789.047781669,-0.225889,-0.418793,0.297681,0.371434,-0.285202,0.881856,0.055022,-1.37729,-1.18905,2.22382,-0.513624,-1.21166,-1.73037,-1.13305
1535591789.067814309,-0.223954,-0.420593,0.293912,0.370778,-0.284631,0.882314,0.0550562,-1.37962,-1.19928,2.22233,-0.507065,-1.2167,-1.73256,-1.14119
1535591789.087034701,-0.222093,-0.422267,0.290307,0.370131,-0.284109,0.882751,0.0550931,-1.38184,-1.20903,2.22092,-0.500811,-1.2215,-1.73464,-1.14894
1535591789.108661074,-0.22031,-0.423819,0.286873,0.369498,-0.283634,0.883167,0.055132,-1.38395,-1.21829,2.21957,-0.49487,-1.22605,-1.73662,-1.15631
1535591789.127955119,-0.21861,-0.425254,0.283613,0.36888,-0.283203,0.883561,0.0551726,-1.38595,-1.22706,2.2183,-0.489248,-1.23037,-1.73849,-1.16328
1535591789.148622893,-0.216996,-0.426576,0.280533,0.368284,-0.282814,0.883932,0.0552143,-1.38783,-1.23532,2.2171,-0.48395,-1.23444,-1.74026,-1.16985
1535591789.169952813,-0.215473,-0.427788,0.277639,0.367711,-0.282463,0.884279,0.0552565,-1.38959,-1.24307,2.21597,-0.47898,-1.23825,-1.74191,-1.17602
1535591789.188974900,-0.214043,-0.428895,0.274933,0.367165,-0.28215,0.884603,0.0552987,-1.39124,-1.2503,2.21492,-0.474345,-1.24181,-1.74346,-1.18177
1535591789.210210202,-0.212711,-0.429901,0.27242,0.366649,-0.281871,0.884904,0.0553403,-1.39277,-1.25699,2.21395,-0.470049,-1.2451,-1.74489,-1.18709
1535591789.230004649,-0.211479,-0.430809,0.270105,0.366167,-0.281624,0.88518,0.0553808,-1.39417,-1.26316,2.21306,-0.466096,-1.24814,-1.74621,-1.192
