time,x,y,z,qx,qy,qz,qw
1535563860.294310141,0.197636,0.483039,3.04692,0.336979,0.0852054,-0.372681,0.860403
1535563860.318931138,0.197733,0.483543,3.04711,0.335958,0.0850121,-0.373492,0.860471
1535563860.354609250,0.1991,0.482778,3.04665,0.337139,0.0866207,-0.372124,0.860441
1535563860.362071103,0.199324,0.482692,3.04698,0.336453,0.0860864,-0.372857,0.860446
1535563860.386313892,0.198633,0.482944,3.04714,0.336448,0.0858627,-0.373109,0.860361
1535563860.407134760,0.197922,0.483006,3.04728,0.337058,0.0852629,-0.373317,0.860092
1535563860.429857153,0.198706,0.482366,3.04707,0.337045,0.0858081,-0.372772,0.860278
1535563860.441975597,0.198888,0.482428,3.04694,0.336865,0.0863786,-0.373038,0.860177
1535563860.453568422,0.199075,0.482452,3.04687,0.337099,0.0862248,-0.372693,0.86025
1535563860.479023731,0.198916,0.482664,3.0467,0.336615,0.0860128,-0.37265,0.860479
1535563860.497903775,0.198924,0.483013,3.04681,0.335749,0.0869972,-0.371793,0.861089
1535563860.519230277,0.198162,0.483583,3.04682,0.335536,0.0858098,-0.373552,0.86053
1535563860.541503152,0.199645,0.48325,3.04615,0.336524,0.0860083,-0.373471,0.860159
1535563860.561402155,0.200449,0.483,3.04611,0.336092,0.0870881,-0.372934,0.860453
1535563860.585972021,0.200224,0.482967,3.0462,0.336533,0.0871581,-0.372986,0.860251
1535563860.610260353,0.199284,0.483448,3.04621,0.335805,0.0860875,-0.374016,0.860196
1535563860.630898387,0.199231,0.484324,3.04578,0.334486,0.0853469,-0.375947,0.859942
1535563860.651367677,0.201944,0.483274,3.04375,0.33535,0.0874871,-0.375466,0.8596
1535563860.677144748,0.203958,0.482924,3.04257,0.334923,0.0898791,-0.374708,0.85985
1535563860.695546416,0.204496,0.484998,3.04261,0.333829,0.089673,-0.375065,0.860141
1535563860.720993528,0.201146,0.486397,3.04102,0.336304,0.083945,-0.376002,0.859346
1535563860.741326003,0.201948,0.487444,3.03994,0.334147,0.0858825,-0.380752,0.857903
1535563860.764637764,0.207193,0.486856,3.03886,0.330816,0.0890052,-0.378285,0.859965
1535563860.784802845,0.209713,0.486134,3.03674,0.330709,0.0908396,-0.377281,0.860255
1535563860.812665859,0.207378,0.487498,3.03566,0.332601,0.0878969,-0.375707,0.86052
1535563860.832901033,0.204288,0.489605,3.03294,0.331217,0.0826021,-0.382596,0.858541
1535563860.854690378,0.205744,0.488972,3.03049,0.335381,0.0849297,-0.386837,0.854789
1535563860.880727228,0.207357,0.490655,3.02963,0.329636,0.0830446,-0.391784,0.854956
1535563860.897608180,0.210556,0.488543,3.02413,0.335337,0.0827778,-0.383278,0.856619
1535563860.919985260,0.211785,0.491817,3.02078,0.33597,0.0860301,-0.382098,0.856577
1535563860.942982823,0.209653,0.498958,3.02062,0.332358,0.080971,-0.384458,0.857423
1535563860.964094162,0.211246,0.503526,3.01908,0.332715,0.0792637,-0.386003,0.85675
1535563860.988111944,0.21582,0.505436,3.01519,0.327452,0.0843203,-0.389749,0.856599
1535563861.012225356,0.217927,0.506839,3.01285,0.325983,0.0840058,-0.388384,0.857809
1535563861.031030809,0.220245,0.506088,3.00862,0.333114,0.0830478,-0.389879,0.854478
1535563861.057343650,0.222143,0.507073,3.00413,0.332303,0.082525,-0.389103,0.855198
1535563861.077073213,0.221544,0.510086,3.00182,0.333295,0.0770002,-0.38796,0.855846
1535563861.100196759,0.218314,0.512805,2.99635,0.331927,0.0733106,-0.392382,0.854685
1535563861.120254682,0.225341,0.512392,2.99025,0.344558,0.0790163,-0.389763,0.850365
1535563861.145027234,0.228608,0.516982,2.98671,0.332244,0.0809346,-0.394127,0.85307
1535563861.165921933,0.228797,0.522958,2.98324,0.330447,0.0800763,-0.396249,0.852866
1535563861.190102781,0.231581,0.523927,2.97786,0.335247,0.0808339,-0.39214,0.85282
1535563861.212786458,0.233044,0.528496,2.97466,0.336629,0.0798995,-0.386622,0.854881
1535563861.232516421,0.236045,0.532024,2.96992,0.332273,0.0825028,-0.391218,0.854247
1535563861.259840880,0.236705,0.534773,2.96435,0.335593,0.081148,-0.392957,0.852278
1535563861.276856036,0.239229,0.538335,2.96082,0.339434,0.0818921,-0.39341,0.850475
1535563861.300037984,0.240523,0.542086,2.95621,0.339046,0.0814321,-0.389574,0.852437
1535563861.324525383,0.242352,0.543938,2.94883,0.344883,0.0801227,-0.387763,0.851044
1535563861.347645753,0.244318,0.550187,2.94547,0.3425,0.0844457,-0.382661,0.853893
1535563861.367557141,0.250129,0.555274,2.94339,0.340538,0.0923759,-0.387019,0.85189
1535563861.392418984,0.251355,0.559055,2.93785,0.336802,0.0937883,-0.3854,0.853953
1535563861.412712654,0.249194,0.563076,2.93275,0.34259,0.0869639,-0.383615,0.853176
1535563861.434801301,0.247722,0.566381,2.92787,0.344804,0.0851151,-0.381255,0.853528
1535563861.459466008,0.248143,0.56982,2.9232,0.343468,0.0816483,-0.389573,0.850645
1535563861.479513158,0.250846,0.573141,2.9182,0.340403,0.0847792,-0.389953,0.851396
1535563861.501314999,0.252879,0.575174,2.91333,0.34241,0.0824948,-0.392204,0.84978
1535563861.527790813,0.25212,0.580765,2.91019,0.340254,0.0770845,-0.393253,0.850669
1535563861.546339363,0.253103,0.584158,2.90478,0.340961,0.0791041,-0.390914,0.851279
1535563861.567657710,0.256296,0.586897,2.89937,0.339069,0.0836485,-0.393958,0.850196
1535563861.593642138,0.255501,0.590484,2.89471,0.34212,0.0783019,-0.388325,0.852072
1535563861.610059001,0.255002,0.592725,2.88925,0.342802,0.0765672,-0.386692,0.852698
1535563861.635941619,0.255501,0.593996,2.88333,0.346597,0.0776082,-0.390395,0.849376
1535563861.662460745,0.256801,0.595684,2.87683,0.346623,0.0790311,-0.396033,0.84662
1535563861.677967685,0.258575,0.597224,2.87206,0.352541,0.0834922,-0.394879,0.844284
1535563861.702590275,0.256977,0.602022,2.86939,0.351703,0.0787023,-0.396371,0.844394
1535563861.728020780,0.255121,0.609735,2.86659,0.343759,0.076802,-0.394709,0.848608
1535563861.747080122,0.25619,0.609381,2.85869,0.357973,0.079412,-0.396232,0.841754
1535563861.771132103,0.258093,0.613622,2.854,0.351805,0.0824019,-0.40075,0.841928
1535563861.794191674,0.257659,0.618848,2.84999,0.355813,0.0788157,-0.39996,0.840962
1535563861.813023617,0.260943,0.619208,2.8426,0.355424,0.0843442,-0.398916,0.841086
1535563861.837776455,0.260898,0.623171,2.83876,0.361718,0.082921,-0.397829,0.839057
1535563861.862768855,0.26222,0.626445,2.83503,0.357221,0.0854214,-0.397636,0.840822
1535563861.879492116,0.266091,0.627852,2.83016,0.354099,0.0916495,-0.398826,0.840924
1535563861.904824652,0.26509,0.630679,2.82592,0.361437,0.0890886,-0.399381,0.837808
1535563861.928385750,0.261334,0.638096,2.82533,0.355558,0.0824154,-0.402645,0.839442
1535563861.946372149,0.261173,0.641493,2.81898,0.357666,0.0847014,-0.403902,0.837714
1535563861.971030985,0.263692,0.644532,2.81555,0.359661,0.0882768,-0.400187,0.838273
1535563861.995013795,0.265887,0.648067,2.81314,0.359711,0.0886154,-0.399489,0.838549
1535563862.015080095,0.268743,0.650857,2.81021,0.35768,0.089581,-0.391716,0.84297
1535563862.036796593,0.267317,0.653694,2.80718,0.35809,0.0914818,-0.388944,0.843875
1535563862.062090001,0.263863,0.656827,2.80526,0.357792,0.0914897,-0.392056,0.84256
1535563862.083702322,0.263155,0.658298,2.80217,0.3602,0.0862301,-0.395031,0.840696
1535563862.103323201,0.262612,0.65842,2.79871,0.362662,0.0900686,-0.39267,0.840342
1535563862.127738918,0.26575,0.657418,2.79791,0.359681,0.0912763,-0.398513,0.838741
1535563862.140717615,0.264651,0.658907,2.79729,0.357573,0.090522,-0.401513,0.838293
1535563862.147391471,0.265356,0.659885,2.79624,0.358166,0.0905145,-0.401099,0.838238
