time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535563861.583700867,-0.236924,-0.438008,0.23323,0.30026,-0.354978,0.868533,-0.171712,-1.24435,-1.44074,1.93801,-0.18226,-0.994024,-1.77793,-0.702706
1535563861.603853481,-0.233045,-0.439557,0.236824,0.299002,-0.353643,0.869516,-0.171688,-1.25159,-1.43348,1.93475,-0.180955,-0.994441,-1.78904,-0.70206
1535563861.625162147,-0.229224,-0.44102,0.240344,0.297735,-0.352331,0.87048,-0.171704,-1.25868,-1.42636,1.93155,-0.179676,-0.994849,-1.79993,-0.701427
1535563861.644907377,-0.225468,-0.442398,0.243787,0.296463,-0.351044,0.871422,-0.171759,-1.26561,-1.41939,1.92842,-0.178425,-0.995248,-1.81057,-0.700807
1535563861.665285032,-0.221781,-0.443693,0.247148,0.29519,-0.349785,0.872342,-0.17185,-1.27238,-1.41259,1.92537,-0.177203,-0.995637,-1.82097,-0.700202
1535563861.687210882,-0.21817,-0.444908,0.250425,0.293921,-0.348554,0.873238,-0.171974,-1.27898,-1.40596,1.92239,-0.176011,-0.996017,-1.83112,-0.699612
1535563861.706264507,-0.21464,-0.446044,0.253614,0.292658,-0.347355,0.87411,-0.172129,-1.28541,-1.3995,1.91949,-0.174852,-0.996387,-1.84099,-0.699038
1535563861.727205300,-0.211196,-0.447105,0.256711,0.291405,-0.346188,0.874955,-0.172311,-1.29166,-1.39322,1.91667,-0.173724,-0.996747,-1.85058,-0.69848
1535563861.749764552,-0.207844,-0.448092,0.259715,0.290165,-0.345055,0.875773,-0.172519,-1.29772,-1.38714,1.91394,-0.172631,-0.997096,-1.85989,-0.697939
1535563861.769802033,-0.204588,-0.449009,0.262622,0.288944,-0.343958,0.876563,-0.172748,-1.30358,-1.38124,1.91129,-0.171572,-0.997433,-1.8689,-0.697414
1535563861.788235063,-0.201433,-0.449858,0.26543,0.287743,-0.342898,0.877324,-0.172996,-1.30925,-1.37555,1.90874,-0.17055,-0.99776,-1.8776,-0.696908
1535563861.809049124,-0.198383,-0.450642,0.268134,0.286566,-0.341876,0.878055,-0.173261,-1.31471,-1.37006,1.90627,-0.169564,-0.998074,-1.88599,-0.69642
1535563861.829247752,-0.195443,-0.451365,0.270734,0.285418,-0.340894,0.878756,-0.173538,-1.31996,-1.36479,1.9039,-0.168616,-0.998376,-1.89406,-0.695951
1535563861.849272983,-0.192617,-0.452029,0.273226,0.2843,-0.339952,0.879426,-0.173826,-1.325,-1.35973,1.90163,-0.167707,-0.998666,-1.90179,-0.695501
1535563861.870591783,-0.189909,-0.452636,0.275608,0.283217,-0.339053,0.880065,-0.17412,-1.32982,-1.35489,1.89946,-0.166838,-0.998943,-1.90919,-0.69507
1535563861.890259894,-0.187323,-0.453191,0.277878,0.282171,-0.338195,0.880671,-0.174419,-1.33441,-1.35028,1.89739,-0.16601,-0.999208,-1.91624,-0.69466
1535563861.910726706,-0.184861,-0.453696,0.280034,0.281166,-0.337382,0.881245,-0.17472,-1.33877,-1.34589,1.89542,-0.165223,-0.999459,-1.92294,-0.69427
1535563861.931301063,-0.182528,-0.454154,0.282073,0.280205,-0.336612,0.881786,-0.175019,-1.3429,-1.34175,1.89355,-0.164478,-0.999696,-1.92928,-0.693902
1535563861.951530248,-0.180326,-0.454568,0.283994,0.279289,-0.335888,0.882294,-0.175313,-1.34679,-1.33784,1.8918,-0.163776,-0.99992,-1.93526,-0.693554
1535563861.972682028,-0.178258,-0.45494,0.285795,0.278422,-0.335209,0.882768,-0.175601,-1.35044,-1.33417,1.89015,-0.163117,-1.00013,-1.94086,-0.693228
1535563861.993801003,-0.176328,-0.455274,0.287474,0.277607,-0.334577,0.88321,-0.17588,-1.35384,-1.33075,1.88862,-0.162503,-1.00033,-1.94609,-0.692924
1535563862.014330562,-0.174536,-0.455571,0.28903,0.276845,-0.333991,0.883617,-0.176147,-1.357,-1.32758,1.8872,-0.161934,-1.00051,-1.95093,-0.692642
1535563862.033302629,-0.172886,-0.455834,0.290462,0.276139,-0.333453,0.883991,-0.1764,-1.3599,-1.32467,1.88589,-0.16141,-1.00067,-1.95539,-0.692383
1535563862.053699177,-0.17138,-0.456066,0.291767,0.27549,-0.332963,0.88433,-0.176637,-1.36255,-1.32201,1.88469,-0.160932,-1.00083,-1.95946,-0.692146
1535563862.074278885,-0.170019,-0.456268,0.292945,0.274901,-0.33252,0.884636,-0.176856,-1.36494,-1.31961,1.88361,-0.160501,-1.00096,-1.96313,-0.691933
1535563862.094417977,-0.168805,-0.456443,0.293995,0.274374,-0.332126,0.884908,-0.177055,-1.36707,-1.31747,1.88265,-0.160116,-1.00109,-1.9664,-0.691742
1535563862.114783835,-0.16774,-0.456592,0.294916,0.273908,-0.331781,0.885146,-0.177233,-1.36894,-1.31559,1.88181,-0.159779,-1.0012,-1.96928,-0.691575
1535563862.138331846,-0.166824,-0.456717,0.295707,0.273507,-0.331485,0.88535,-0.177389,-1.37055,-1.31398,1.88108,-0.159489,-1.00129,-1.97174,-0.691432
1535563862.155741309,-0.16606,-0.456819,0.296367,0.273171,-0.331237,0.88552,-0.17752,-1.37189,-1.31263,1.88048,-0.159247,-1.00136,-1.9738,-0.691312
1535563862.175855958,-0.165447,-0.456899,0.296896,0.272902,-0.331039,0.885656,-0.177626,-1.37296,-1.31155,1.87999,-0.159053,-1.00143,-1.97545,-0.691216
1535563862.197451096,-0.164987,-0.456959,0.297293,0.272699,-0.330891,0.885758,-0.177707,-1.37377,-1.31074,1.87963,-0.158908,-1.00147,-1.97669,-0.691144
1535563862.219131103,-0.16468,-0.456998,0.297558,0.272563,-0.330792,0.885826,-0.177761,-1.3743,-1.3102,1.87939,-0.158811,-1.0015,-1.97751,-0.691096
1535563862.239985997,-0.164527,-0.457017,0.29769,0.272495,-0.330742,0.88586,-0.177788,-1.37457,-1.30993,1.87927,-0.158762,-1.00152,-1.97793,-0.691072
1535563862.259000528,-0.164527,-0.457017,0.29769,0.272495,-0.330742,0.88586,-0.177788,-1.37457,-1.30993,1.87927,-0.158762,-1.00152,-1.97793,-0.691072
1535563862.278438382,-0.164524,-0.457009,0.297735,0.272477,-0.330737,0.885868,-0.177785,-1.37458,-1.3098,1.87923,-0.158821,-1.0015,-1.97798,-0.691023
