time,x,y,z,qx,qy,qz,qw
1536123874.251039554,-0.123438,-1.05885,0.659398,0.0710614,-0.369587,-0.755295,0.53655
1536123874.264329080,-0.119746,-1.05311,0.65712,0.063432,-0.38245,-0.751392,0.533965
1536123874.271814175,-0.116074,-1.04875,0.65581,0.0592367,-0.384841,-0.751509,0.532562
1536123874.284567223,-0.112353,-1.04335,0.652414,0.0494136,-0.390512,-0.752642,0.527816
1536123874.295181433,-0.10909,-1.03916,0.650067,0.0458446,-0.397163,-0.750569,0.526124
1536123874.308158734,-0.106146,-1.03538,0.647805,0.0400693,-0.403688,-0.747153,0.526492
1536123874.318151854,-0.102233,-1.03158,0.644949,0.0340877,-0.404963,-0.747567,0.525345
1536123874.331603017,-0.0990421,-1.02658,0.640751,0.0260574,-0.417234,-0.745503,0.519098
1536123874.342181263,-0.0956432,-1.02519,0.641174,0.0278305,-0.418868,-0.745128,0.518227
1536123874.354137917,-0.0908131,-1.02402,0.641728,0.020865,-0.417469,-0.74605,0.518357
1536123874.361912877,-0.0872783,-1.02032,0.639461,0.0172641,-0.420929,-0.744126,0.518457
1536123874.372677672,-0.0842433,-1.01626,0.636399,0.0138526,-0.429493,-0.740073,0.517335
1536123874.384046782,-0.0800583,-1.01258,0.63345,0.00710343,-0.437958,-0.737894,0.513473
1536123874.395785706,-0.0760023,-1.00968,0.631691,0.00152462,-0.437031,-0.740625,0.510369
1536123874.408425259,-0.0729968,-1.00618,0.628435,-0.00415956,-0.445928,-0.737404,0.507313
1536123874.418106814,-0.0690713,-1.00276,0.626525,-0.00826087,-0.44979,-0.735944,0.505972
1536123874.431772115,-0.06572,-1.00152,0.625098,-0.0116143,-0.453479,-0.733789,0.505743
1536123874.442066823,-0.0615351,-0.997525,0.622169,-0.0154841,-0.451873,-0.734982,0.505344
1536123874.452026781,-0.0590376,-0.995606,0.61896,-0.020383,-0.460414,-0.7314,0.50265
1536123874.463736627,-0.0556941,-0.99244,0.615926,-0.0240074,-0.464266,-0.730487,0.50027
1536123874.475161698,-0.0516255,-0.988773,0.612286,-0.0299025,-0.471449,-0.726368,0.499231
1536123874.485687067,-0.0478563,-0.985196,0.609028,-0.0381437,-0.477213,-0.725461,0.494488
1536123874.497606599,-0.0439465,-0.982249,0.606981,-0.0399751,-0.482086,-0.723886,0.491919
1536123874.507621830,-0.0399665,-0.97834,0.603292,-0.0485997,-0.484988,-0.72278,0.489912
1536123874.517506801,-0.0361127,-0.975031,0.600502,-0.0511953,-0.488641,-0.7207,0.489082
1536123874.530038166,-0.0326187,-0.972274,0.597056,-0.0543833,-0.495504,-0.717364,0.486731
1536123874.540965478,-0.0289072,-0.970003,0.595122,-0.0594035,-0.49732,-0.718576,0.482486
1536123874.554120089,-0.0256266,-0.966565,0.590768,-0.0650394,-0.502042,-0.717109,0.47904
1536123874.563135466,-0.0220413,-0.962488,0.585909,-0.0686092,-0.51011,-0.711499,0.478382
1536123874.573603181,-0.0186352,-0.95984,0.583154,-0.0734276,-0.513377,-0.70898,0.477912
1536123874.585590358,-0.0147807,-0.956165,0.580107,-0.0804222,-0.516309,-0.710094,0.471936
1536123874.597812544,-0.011414,-0.952547,0.576473,-0.081789,-0.522246,-0.706731,0.470214
1536123874.608397307,-0.00782866,-0.950086,0.571983,-0.0895425,-0.5268,-0.704995,0.466311
1536123874.620471478,-0.00404138,-0.946938,0.569217,-0.0923968,-0.52786,-0.704624,0.465115
1536123874.631523859,-0.00115032,-0.943551,0.565128,-0.0960574,-0.53558,-0.70121,0.460686
1536123874.641644019,0.00274926,-0.940134,0.561597,-0.0998859,-0.539005,-0.699187,0.458949
1536123874.653002892,0.00589996,-0.936899,0.557922,-0.104675,-0.546504,-0.694488,0.456139
1536123874.667071729,0.00954848,-0.933877,0.554162,-0.110043,-0.546886,-0.695113,0.453458
1536123874.674113919,0.012889,-0.931531,0.549512,-0.115084,-0.553658,-0.691486,0.449517
1536123874.688024770,0.0162006,-0.928319,0.544785,-0.117644,-0.557233,-0.688395,0.449182
1536123874.698594572,0.0190457,-0.925993,0.540638,-0.124378,-0.562496,-0.685998,0.444449
1536123874.708085220,0.0225619,-0.923115,0.535729,-0.130077,-0.566367,-0.683765,0.441331
1536123874.721658967,0.0251206,-0.921108,0.531972,-0.13184,-0.573857,-0.679236,0.438116
1536123874.731360267,0.0284377,-0.918089,0.528241,-0.136355,-0.576538,-0.67774,0.435521
1536123874.743944916,0.0320841,-0.915256,0.523787,-0.139646,-0.57941,-0.675648,0.433918
1536123874.754421410,0.0340636,-0.913495,0.519559,-0.144805,-0.588443,-0.67151,0.426428
1536123874.765968823,0.0379582,-0.910891,0.516771,-0.145462,-0.584348,-0.673544,0.428622
1536123874.774708791,0.0403219,-0.909475,0.512226,-0.150349,-0.591585,-0.668283,0.42523
1536123874.787241287,0.0428065,-0.907492,0.507956,-0.153972,-0.594617,-0.666478,0.422528
1536123874.801545464,0.0454245,-0.905818,0.504246,-0.155347,-0.602807,-0.660886,0.419192
1536123874.810535632,0.0482898,-0.903033,0.500853,-0.160397,-0.600374,-0.663799,0.416167
1536123874.821304437,0.050967,-0.901128,0.496544,-0.162362,-0.609161,-0.659303,0.409734
1536123874.833125086,0.0535582,-0.900068,0.493431,-0.166252,-0.608699,-0.657977,0.41099
1536123874.843295722,0.0563987,-0.89881,0.488294,-0.169581,-0.61471,-0.655175,0.405118
1536123874.853689277,0.0586074,-0.897724,0.484438,-0.170128,-0.618219,-0.653516,0.402218
1536123874.865931079,0.0615691,-0.896171,0.479874,-0.173414,-0.622706,-0.650171,0.399303
1536123874.876248320,0.0637608,-0.894465,0.47633,-0.178679,-0.625198,-0.648735,0.395404
1536123874.887076585,0.066659,-0.892893,0.472889,-0.181484,-0.62657,-0.647367,0.394194
1536123874.900902995,0.0688015,-0.89204,0.468296,-0.183605,-0.63376,-0.64271,0.389309
1536123874.911124284,0.0710061,-0.891096,0.465412,-0.186977,-0.634502,-0.642507,0.386823
1536123874.922633639,0.072919,-0.889852,0.461302,-0.189048,-0.639225,-0.639293,0.38335
1536123874.931085947,0.0756923,-0.889073,0.458312,-0.193306,-0.640847,-0.638445,0.379916
1536123874.943477091,0.0777913,-0.888238,0.453958,-0.195176,-0.645166,-0.634722,0.377884
1536123874.954872728,0.0805205,-0.886763,0.451115,-0.196832,-0.648517,-0.631979,0.37588
1536123874.966408339,0.0828083,-0.886173,0.447379,-0.198884,-0.650285,-0.631176,0.373085
1536123874.977531471,0.0853632,-0.885379,0.443676,-0.202874,-0.654545,-0.626836,0.370796
1536123874.989694403,0.0871428,-0.884469,0.440745,-0.204963,-0.654662,-0.627761,0.367865
1536123874.999511515,0.0896483,-0.884146,0.437055,-0.208278,-0.657694,-0.624024,0.366951
1536123875.014150807,0.0917567,-0.883321,0.433523,-0.211498,-0.659822,-0.623283,0.362522
1536123875.022835457,0.0936378,-0.882456,0.430164,-0.211383,-0.664291,-0.620372,0.359406
1536123875.031640682,0.0959419,-0.881787,0.427388,-0.215355,-0.665966,-0.619312,0.355758
1536123875.043316038,0.0981499,-0.881504,0.423612,-0.217766,-0.669102,-0.615165,0.355603
1536123875.057346614,0.100582,-0.88075,0.420482,-0.220565,-0.670127,-0.614584,0.35294
1536123875.065897600,0.102695,-0.880668,0.417046,-0.222505,-0.673058,-0.612365,0.349991
1536123875.078214971,0.104947,-0.881094,0.413367,-0.223329,-0.676027,-0.611566,0.345108
1536123875.087489422,0.107088,-0.881271,0.411342,-0.226554,-0.675579,-0.612191,0.342765
1536123875.099267299,0.108689,-0.880614,0.409077,-0.227094,-0.677666,-0.609795,0.342562
1536123875.112990558,0.110687,-0.880711,0.406313,-0.22841,-0.679376,-0.608174,0.341176
1536123875.122292106,0.112512,-0.880496,0.403643,-0.231533,-0.681298,-0.607392,0.336601
1536123875.134114104,0.114314,-0.880026,0.401927,-0.230862,-0.683897,-0.605499,0.335199
1536123875.146169423,0.116502,-0.880726,0.398422,-0.230887,-0.687751,-0.602643,0.332432
1536123875.155002974,0.117972,-0.880996,0.395538,-0.234205,-0.688987,-0.60133,0.329921
1536123875.169775010,0.119726,-0.881368,0.392453,-0.236764,-0.692411,-0.597216,0.328394
1536123875.177222364,0.12152,-0.880826,0.391194,-0.23701,-0.692036,-0.598163,0.327283
1536123875.190931475,0.122686,-0.881177,0.388399,-0.240277,-0.692014,-0.598826,0.323715
1536123875.201746590,0.124085,-0.880938,0.386035,-0.24153,-0.695723,-0.595905,0.320204
1536123875.211380673,0.12562,-0.880946,0.385136,-0.241404,-0.69696,-0.594106,0.320951
1536123875.224719615,0.126946,-0.881829,0.382846,-0.244863,-0.695392,-0.595975,0.318254
1536123875.234087192,0.128155,-0.882143,0.380148,-0.246084,-0.696926,-0.594556,0.316607
1536123875.246403994,0.129529,-0.881759,0.378504,-0.244674,-0.702964,-0.590048,0.312763
1536123875.256935359,0.130539,-0.881963,0.377176,-0.245979,-0.702459,-0.591063,0.310951
1536123875.267906416,0.132064,-0.882417,0.374832,-0.249266,-0.70188,-0.591479,0.308844
1536123875.280010961,0.132539,-0.882901,0.372707,-0.250417,-0.704177,-0.58993,0.305629
1536123875.289255363,0.133583,-0.882687,0.371369,-0.250149,-0.70725,-0.586444,0.305461
1536123875.300641195,0.134728,-0.883117,0.369813,-0.250235,-0.705568,-0.589986,0.302445
1536123875.313582902,0.135942,-0.883514,0.367235,-0.252345,-0.706139,-0.587699,0.303808
1536123875.322482514,0.13719,-0.883899,0.36517,-0.254063,-0.707001,-0.588519,0.298742
1536123875.334388721,0.138056,-0.883811,0.363183,-0.252379,-0.711714,-0.585104,0.295672
1536123875.345133855,0.138594,-0.883473,0.362096,-0.253324,-0.710976,-0.585326,0.2962
1536123875.356385834,0.139868,-0.883397,0.361145,-0.254078,-0.712562,-0.585423,0.291512
1536123875.368990902,0.140478,-0.884173,0.358359,-0.255679,-0.712958,-0.584071,0.291858
1536123875.379479443,0.141343,-0.884191,0.356992,-0.255834,-0.715425,-0.581666,0.290485
1536123875.389093663,0.142564,-0.884387,0.356003,-0.256501,-0.717251,-0.580087,0.288544
1536123875.403956564,0.143082,-0.88464,0.354135,-0.260486,-0.713874,-0.583609,0.286239
1536123875.412325437,0.14365,-0.884905,0.352918,-0.258155,-0.716882,-0.581924,0.284254
1536123875.423604695,0.143955,-0.884846,0.351958,-0.256863,-0.718775,-0.580724,0.283097
1536123875.434176894,0.145141,-0.885118,0.349981,-0.258246,-0.718092,-0.582223,0.280481
1536123875.446015985,0.145473,-0.885405,0.34901,-0.257733,-0.721293,-0.580416,0.276456
1536123875.459862537,0.145657,-0.885813,0.347726,-0.256769,-0.721005,-0.581113,0.276638
1536123875.468530559,0.146752,-0.885682,0.346318,-0.258843,-0.721509,-0.579369,0.277051
1536123875.478459345,0.147118,-0.885752,0.345051,-0.258461,-0.722777,-0.5783,0.276336
1536123875.489866890,0.148128,-0.886276,0.343201,-0.261496,-0.721737,-0.579365,0.273958
1536123875.503401463,0.148305,-0.886149,0.342728,-0.263149,-0.724236,-0.57611,0.272639
1536123875.513643521,0.149416,-0.886477,0.341146,-0.261246,-0.725182,-0.57665,0.270808
1536123875.524775241,0.149653,-0.887041,0.339917,-0.260402,-0.726176,-0.578053,0.265922
1536123875.534832353,0.149762,-0.886647,0.33898,-0.261822,-0.723857,-0.579534,0.267621
1536123875.547068594,0.150233,-0.886037,0.338697,-0.258667,-0.728273,-0.576057,0.266209
1536123875.556886621,0.150213,-0.886271,0.337664,-0.259151,-0.727305,-0.577379,0.265522
1536123875.569846873,0.150446,-0.886978,0.336209,-0.260427,-0.72879,-0.57533,0.26465
1536123875.579750147,0.150822,-0.886981,0.334731,-0.263289,-0.728721,-0.574546,0.263707
1536123875.590649636,0.15149,-0.887048,0.333128,-0.263145,-0.731115,-0.571813,0.263165
1536123875.604394456,0.152384,-0.886962,0.332318,-0.264908,-0.728409,-0.575001,0.26195
1536123875.612281835,0.153817,-0.887431,0.329946,-0.26625,-0.730421,-0.573697,0.257813
1536123875.625443109,0.153189,-0.887556,0.330022,-0.263159,-0.733583,-0.572204,0.255317
1536123875.635723486,0.153127,-0.887827,0.329644,-0.26337,-0.731408,-0.573526,0.258355
1536123875.647227482,0.153367,-0.887252,0.329842,-0.262553,-0.732117,-0.574039,0.256027
1536123875.659551805,0.153575,-0.88798,0.328583,-0.261177,-0.733196,-0.573925,0.254599
1536123875.670103415,0.15417,-0.887934,0.327581,-0.264077,-0.732602,-0.572832,0.255777
1536123875.683358171,0.1548,-0.888282,0.326498,-0.26361,-0.734651,-0.571165,0.254104
1536123875.692070314,0.155084,-0.888393,0.326335,-0.263503,-0.734018,-0.573447,0.250885
1536123875.701871062,0.156073,-0.888781,0.324394,-0.264425,-0.734755,-0.572063,0.250918
1536123875.716743293,0.156247,-0.888724,0.323508,-0.265688,-0.736945,-0.569455,0.249086
